No,소속구분,소속,직위,성명,재산구분,본인과의 관계,재산의 종류,소재지 면적 등 권리의 명세,종전가액,증가액,증가액실거래가격,감소액,감소액실거래가격,현재가액,변동사유
3852,1.국회의원,국회,국회의원,이병석,채권,본인,,사인간채권,"19,188",0 ,,0 ,,"19,188",변동없음
3853,1.국회의원,국회,국회의원,이병석,채무,본인,,사인간채무,"80,000",0 ,,0 ,,"80,000",변동없음
3854,1.국회의원,국회,국회의원,이병석,채무,본인,금융기관채무,"현대캐피탈 31,457(20,123 감소), 대구은행 61,666(90,556
감소)","203,802","61,666 ",,"172,345 ",,"93,123",예금·세비로 변제
3855,1.국회의원,국회,국회의원,이병석,채무,차남,금융기관채무,"현대캐피탈 8,909(4,941 감소), 우리은행 0(25,000 감소)","38,850",0 ,,"29,941 ",,"8,909",변제
3856,1.국회의원,국회,국회의원,이병석,고지거부 및 등록제외사항,장남,,고지거부,,,,,,,독립생계유지
3857,1.국회의원,국회,국회의원,이상민,토지,배우자,답,"충청남도 청양군 장평면 락지리 493-1번지 615.00㎡ 중
76.80㎡",496,57 ,,0 ,,553,가액변동
3858,1.국회의원,국회,국회의원,이상민,토지,배우자,답,"충청남도 청양군 장평면 락지리 산 37-3번지 22,413.00㎡중
2,801.00㎡","3,277",28 ,,0 ,,"3,305",가액변동
3859,1.국회의원,국회,국회의원,이상민,건물,본인,아파트,대전광역시 유성구 전민동 엑스포아파트 건물 116.37㎡,"203,000",0 ,,0 ,,"203,000",가액변동 없음
3860,1.국회의원,국회,국회의원,이상민,건물,본인,"사무실
전세(임차)권",대전광역시 서구 둔산동 서림빌딩 건물 90.06㎡,"2,000",0 ,,0 ,,"2,000",변동 없음
3861,1.국회의원,국회,국회의원,이상민,건물,본인,아파트,대전광역시 유성구 전민동 엑스포아파트 건물 188.43㎡,"239,000",0 ,,0 ,,"239,000",가액변동 없음
3862,1.국회의원,국회,국회의원,이상민,건물,배우자,"복합건물(주
택+상가)",경기도 화성시 반송동 대지 227.80㎡건물 406.27㎡,"613,873",0 ,,"41,762 ",,"572,111",가액변동
3863,1.국회의원,국회,국회의원,이상민,부동산에 관한 규정이 준용되는 권리와 자동차․건설기계․선박 및 항공기,본인,자동차,"2012년식 체어맨W 배기량(3,598cc)","38,720",0 ,,"3,430 ",,"35,290",가액변동
3864,1.국회의원,국회,국회의원,이상민,부동산에 관한 규정이 준용되는 권리와 자동차․건설기계․선박 및 항공기,배우자,자동차,"2013년식 쏘나타 배기량(1,999cc)","18,260",0 ,,780 ,,"17,480",가액변동
3865,1.국회의원,국회,국회의원,이상민,예금,본인,,"하나생명보험 60,000(12,000 증가), 에이스아메리칸화재 해상보험 767(262 증가), 신한은행 132,536(19 증가), 구즉신협 120(4 증가), 삼성생명보험 20,040(4,008 증가), 삼성증권 981(8 증가), 농협은행 64,070(57,674 증가), 유안타증권 6,007(27 증가), 탄동 565(22 증가), 국민은행 488(1 증가), 동양생명보험 42,000, 농협중앙회 2(28,419 감소), 하나은행 667,437(57,678 증가), ING(네덜란드)생명 보험 168,000, 동부화재해상보험 15,600(3,600 증가)","1,071,729","599,933 ",,"493,049 ",,"1,178,613","급여저축, 이자소득 및 계좌만기로 인한 예금변동 등"
3866,1.국회의원,국회,국회의원,이상민,예금,배우자,,"HMC투자증권 579(579 증가), 하나은행 76,399(61,103 증가), 현대해상화재보험 3,569(591 증가), 삼성화재해상보험 1,453(144 증가), 현대증권 123(167 감소), 하나대투증권 2(2 증가), 동양생명보험 4,072, 농협중앙회 19, 삼성생명보험 24,877, 삼성증권 118,613(50,604 감소), 신한은행 1, 우체국
19,955(19,825 증가), 메트라이프생명보험 10,312(1,201
증가), 신한생명보험 4,751(1,848 증가), 대우증권 0(4 감소), 우리은행 1,390(205 증가), 교보생명보험 7,075(440
증가), 동부증권 252(252 증가)","238,027","86,247 ",,"50,832 ",,"273,442",
3867,1.국회의원,국회,국회의원,이상민,예금,모,,"우체국 29(23 증가), 신한은행 32,941(66 증가), 우리은행 15,
하나은행 287(23 증가)","33,160",112 ,,0 ,,"33,272",
3868,1.국회의원,국회,국회의원,이상민,예금,차남,,"한국투자증권 0(2 감소), 동부화재해상보험 1,138(183 증가), 대우증권 3, NH투자증권 0(2 감소), 교보증권 1, 하나은행
20,200(200 증가)","20,963",383 ,,4 ,,"21,342",
3869,1.국회의원,국회,국회의원,이상민,예금,장녀,,"교보증권 1, 하나은행 9,319(210 증가), 동부화재해상보험
1,092(176 증가), 한국투자증권 0(1 감소), NH투자증권 0(2 감소)","10,029",386 ,,3 ,,"10,412",
3870,1.국회의원,국회,국회의원,이상민,예금,장남,,"하나은행 20,589(589 증가), 동부화재해상보험 1,117(179 증가), 한국투자증권 0(2 감소), 우리은행 191(511 감소), 동부증권 191(191 증가), 대우증권 2, 교보증권 1,
키움닷컴증권 3","21,648",959 ,,513 ,,"22,094",
3871,1.국회의원,국회,국회의원,이상민,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,"농협중앙회 46,006(46,006 증가)",0,"46,006 ",,0 ,,"46,006",정치자금 통장 등록
3872,1.국회의원,국회,국회의원,이상민,유가증권,본인,상장주식,"KT 71주, 미래산업 120주","2,236",38 ,,213 ,,"2,061",주가 변동으로 인한 평가액변동 및 주식 신규 매수
3873,1.국회의원,국회,국회의원,이상민,유가증권,배우자,상장주식,"엠지메드 8주(8주 증가), 유앤아이 22주(22주 증가), 케어젠 11주 (11주 증가), 삼성에스디에스 7주, 더블유게임즈 27주(27주 증가)","2,054","3,249 ",,276 ,,"5,027",
3874,1.국회의원,국회,국회의원,이상민,채무,본인,,사인간채무,"50,000",0 ,,0 ,,"50,000",변동 없음
3875,1.국회의원,국회,국회의원,이상민,채무,배우자,금융기관채무,"우리은행 105,000(35,000 감소)","140,000",0 ,,"35,000 ",,"105,000",금융기관 채무 상환
3876,1.국회의원,국회,국회의원,이상민,채무,배우자,건물임대채무,경기도 화성시 반송동 임대보증금,"210,000","40,000 ",,"40,000 ",,"210,000","계약만료로 인한 임대 보증금
반환, 신규계약으로 인한 임대보증금 발생"
3877,1.국회의원,국회,국회의원,이상민,회원권,본인,콘도미니엄,한화콘도,"9,500",,,,,"9,500",변동 없음
3878,1.국회의원,국회,국회의원,이상민,회원권,본인,헬스,유성관광호텔,"4,500",,,,,"4,500",변동 없음
3879,1.국회의원,국회,국회의원,이상민,회원권,본인,콘도미니엄,롯데오션캐슬,"23,000",,,,,"23,000",변동 없음
3880,1.국회의원,국회,국회의원,이상일,건물,본인,숙박시설,"서울특별시 종로구 수송동 로얄팰리스 스위트 건물 39.67㎡
중 19.84㎡","99,857","5,860 ",,0 ,,"105,717",가액변동
3881,1.국회의원,국회,국회의원,이상일,건물,본인,"아파트
전세(임차)권","경기도 용인시 기흥구 언남동 삼성래미안2차아파트 건물
101.45㎡","250,000",0 ,,0 ,,"250,000",변동없음
3882,1.국회의원,국회,국회의원,이상일,건물,배우자,아파트,서울특별시 강남구 대치동 개포우성아파트 건물 127.61㎡,"1,008,000","64,000 ",,0 ,,"1,072,000",가액변동
3883,1.국회의원,국회,국회의원,이상일,부동산에 관한 규정이 준용되는 권리와 자동차․건설기계․선박 및 항공기,배우자,자동차,"2010년식 제네시스 배기량(3,778cc)","22,880",0 ,,"3,880 ",,"19,000",가액변동
3884,1.국회의원,국회,국회의원,이상일,예금,본인,,"대우증권 488(10 증가), 삼성생명보험 25,800(2,400 증가), 신한은행 35,118(4,992 감소), 농협은행 23,141(125,391
감소), 국민은행 53,558(3,660 증가), 하나은행 5","262,423","9,078 ",,"133,391 ",,"138,110","급여 저축, 만기예금 해약 및 재저축, 일부 계좌 정치자금항목으로 이동 등"
3885,1.국회의원,국회,국회의원,이상일,예금,배우자,,"KB생명보험 36,200(6,000 증가), 푸르덴셜생명보험 195,879(16,346 증가), 하나대투증권 178,253(29,028 감소),
신한은행 189,434(4,620 감소), 한화생명보험주식회사
56,000(56,000 증가), 미래에셋생명보험 49,900(9,600 증가)","651,368","257,541 ",,"203,243 ",,"705,666",
3886,1.국회의원,국회,국회의원,이상일,예금,모,,"국민은행 14,479(14,479 증가)",0,"14,479 ",,0 ,,"14,479",
3887,1.국회의원,국회,국회의원,이상일,예금,장남,,"신한은행 6,285(1,718 감소), 하나대투증권 49,374(49,373
증가), 동양생명보험 20,700, 국민은행 2,873(489 증가), 푸르덴셜생명보험 8,984(2,515 증가), 한화투자증권 0(820 감소), 농협은행 701(701 증가)","38,377","59,360 ",,"8,820 ",,"88,917",
3888,1.국회의원,국회,국회의원,이상일,예금,장녀,,"푸르덴셜생명보험 8,424(2,179 증가), 하나대투증권
18,706(18,706 증가), 농협은행 882(882 증가), 동양생명보험
18,800, 신한은행 19,619(3,272 감소), 한화투자증권 0(370 감소)","48,306","34,401 ",,"16,276 ",,"66,431",
3889,1.국회의원,국회,국회의원,이상일,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,"농협은행 123,165(123,165 증가)",0,"123,165 ",,0 ,,"123,165","예금항목에서
정치자금항목으로 이동"
3890,1.국회의원,국회,국회의원,이상일,유가증권,본인,상장주식,"한국전력 6주, 제이큐브인터랙 1,250주, 신풍제약 68주(2주
증가), 엠씨글로벌 200주","2,164",57 ,,0 ,,"2,221","전량 매도, 추가 매입, 평가액 변동"
3891,1.국회의원,국회,국회의원,이상일,유가증권,배우자,상장주식,"이테크건설 200주, 제이큐브인터랙 1,250주, 씨티씨바이오
28주, 기아자동차 217주, SK이노베이션 90주, 셀트리온
112주(112주 증가), 삼성SDI 87주, STX조선해양 166주","52,173","18,930 ",,"1,051 ",,"70,052",
3892,1.국회의원,국회,국회의원,이상일,유가증권,장남,지방채,"인천도시공사73 0주(47,400,000주 감소)","47,400",0 ,,"47,400 ",,0,
3893,1.국회의원,국회,국회의원,이상일,유가증권,장녀,지방채,"인천도시공사73 0주(17,900,000주 감소)","17,900",0 ,,"17,900 ",,0,
3894,1.국회의원,국회,국회의원,이상일,채권,배우자,,사인간채권 감소,"48,000",0 ,,"3,000 ",,"45,000",일부환수
3895,1.국회의원,국회,국회의원,이상일,채무,본인,금융기관채무,"현대캐피탈 2,025(1,124 감소)","3,149","2,025 ",,"3,149 ",,"2,025",전액상환 후 재대출
3896,1.국회의원,국회,국회의원,이상직,토지,본인,대지,"충청북도 충주시 신니면 용원리 264-9번지 0.00㎡ (425.00㎡
감소)","25,415",0 ,,"25,415 ","27,710",0,매도
3897,1.국회의원,국회,국회의원,이상직,건물,본인,"아파트
전세(임차)권","전라북도 전주시 완산구 서신동 감나무골대우대창아파트
건물 84.96㎡","170,000",0 ,,0 ,,"170,000",변동없음
3898,1.국회의원,국회,국회의원,이상직,건물,본인,"복합건물(주
택+상가) 전세(임차)권",전라북도 전주시 완산구 효자동1가 메디프랜드빌딩 건물 0.00㎡ (건물 76.99㎡ 감소),"20,000",0 ,,"20,000 ","20,000",0,전세권 상실
3899,1.국회의원,국회,국회의원,이상직,건물,본인,아파트,서울특별시 서초구 반포동 반포@ 건물 107.47㎡,"1,160,000","112,000 ",,0 ,,"1,272,000",가액변동
3900,1.국회의원,국회,국회의원,이상직,건물,본인,"상가
전세(임차)권","전라북도 전주시 완산구 효자동1가 전자랜드빌딩 2층 건물
381.21㎡ (건물 381.21㎡ 증가)",,"45,000 ","45,000 ",0 ,,"45,000",사무실 임대
3901,1.국회의원,국회,국회의원,이상직,건물,장녀,아파트,"전라북도 전주시 완산구 서신동 감나무골대우대창아파트
건물 84.96㎡(건물 84.96㎡ 증가)",,"200,000 ","200,000 ",0 ,,"200,000",매입
3902,1.국회의원,국회,국회의원,이상직,부동산에 관한 규정이 준용되는 권리와 자동차․건설기계․선박 및 항공기,본인,자동차,"2007년식 베라크루즈 배기량(2,959cc)","18,040",0 ,,"2,530 ",,"15,510",가액변동
3903,1.국회의원,국회,국회의원,이상직,부동산에 관한 규정이 준용되는 권리와 자동차․건설기계․선박 및 항공기,본인,자동차,"2012년식 에쿠스 세단 VS500 배기량(5,000cc)","57,840",0 ,,"4,560 ",,"53,280",가액변동
3904,1.국회의원,국회,국회의원,이상직,예금,본인,,"신한은행 7,246(12,496 감소), 삼성증권 42,964(42,789
증가), 농협은행 2,205(104,370 감소), 국민은행 32,002(32,400 감소), 현대증권 2,455(64 증가), 하나은행
504(1 증가), 동부화재해상보험 226","194,014","46,256 ",,"152,668 ",,"87,602","일부 계좌 정치자금 항목 이동 급여소득으로 증가, 자녀학비 감소 등"
3905,1.국회의원,국회,국회의원,이상직,예금,장녀,,"하나은행 229, 삼성생명보험 5,808(2,921 증가), 우리은행
47,392(23,883 증가)","26,625","26,804 ",,0 ,,"53,429",
3906,1.국회의원,국회,국회의원,이상직,예금,차남,,"국민은행 4,132(2,694 감소)","6,826",0 ,,"2,694 ",,"4,132",
3907,1.국회의원,국회,국회의원,이상직,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,"농협은행 55,624(55,624 증가)",0,"55,624 ",,0 ,,"55,624","예금항목에서
정지차금항목으로 이동"
3908,1.국회의원,국회,국회의원,이상직,유가증권,본인,비상장주식,"반도산업주식회사 0주(44,000주 감소)","220,000",0 ,,"220,000 ",,0,"백지신탁 매도, 신규매수"
3909,1.국회의원,국회,국회의원,이상직,유가증권,장녀,비상장주식,"반도산업주식회사 0주(33,000주 감소), 주식회사
이스타홀딩스 2,000주(2,000주 증가)","165,000","10,000 ",,"165,000 ",,"10,000",
3910,1.국회의원,국회,국회의원,이상직,유가증권,차남,비상장주식,"반도산업주식회사 0주(33,000주 감소), 주식회사
이스타홀딩스 4,000주(4,000주 증가)","165,000","20,000 ",,"165,000 ",,"20,000",
3911,1.국회의원,국회,국회의원,이상직,채권,본인,,사인간채권 증가,"2,329,801","333,000 ",,"297,000 ",,"2,365,801","사인간채권 일부환수
사인간채권 추가"
3912,1.국회의원,국회,국회의원,이상직,채무,본인,금융기관채무,"현대캐피탈 0(13,866 감소), 신한은행 659,160(20,840 감소), 농협은행 94,462(37,946 증가), 국민은행 48,980(7,095 증가)","792,267","45,041 ",,"34,706 ",,"802,602",가계대금
3913,1.국회의원,국회,국회의원,이상직,채무,장녀,금융기관채무,"우리은행 125,000(125,000 증가)",0,"125,000 ",,0 ,,"125,000","건물매입대금(아파트) 및
생활비 등"
3914,1.국회의원,국회,국회의원,이상직,채무,장녀,건물임대채무,"전라북도 전주시 완산구 서신동 감나무골대우대창아파트
임대보증금 증가",0,"170,000 ",,0 ,,"170,000",전세보증금
3915,1.국회의원,국회,국회의원,이상직,회원권,본인,콘도미니엄,베어스타운,"24,136",,,,,"24,136",변동없음
3916,1.국회의원,국회,국회의원,이언주,토지,배우자,대지,서울특별시 강동구 명일동 305-3번지 228.00㎡,"1,529,652",0 ,,"14,136 ",,"1,515,516",가액변동
3917,1.국회의원,국회,국회의원,이언주,토지,배우자,임야,"서울특별시 성북구 성북동 226-78번지 2,265.00㎡ 중
323.50㎡","26,559",194 ,,0 ,,"26,753",가액변동
3918,1.국회의원,국회,국회의원,이언주,건물,본인,아파트,서울특별시 서초구 잠원동 잠원한신아파트 건물 68.91㎡,"504,000","80,000 ",,0 ,,"584,000",가액변동
3919,1.국회의원,국회,국회의원,이언주,건물,본인,아파트,부산광역시 사하구 하단동 가락타운아파트 건물 84.96㎡,"136,000","7,000 ",,0 ,,"143,000",가액변동
3920,1.국회의원,국회,국회의원,이언주,건물,본인,"아파트
전세(임차)권",경기도 광명시 하안동 e편한세상센트레빌 건물 175.00㎡,"430,000",0 ,,0 ,,"430,000",변동없음
3921,1.국회의원,국회,국회의원,이언주,건물,본인,"상가
전세(임차)권",경기도 광명시 하안동 건물 140.92㎡,"20,000",0 ,,"16,000 ",,"4,000",보증금 감소
3922,1.국회의원,국회,국회의원,이언주,부동산에 관한 규정이 준용되는 권리와 자동차․건설기계․선박 및 항공기,본인,자동차,"2006년식 SM5 배기량(1,998cc)","5,180",0 ,,"1,640 ",,"3,540",가액변동
3923,1.국회의원,국회,국회의원,이언주,부동산에 관한 규정이 준용되는 권리와 자동차․건설기계․선박 및 항공기,배우자,자동차,"2009년식 에쿠스 배기량(3,778cc)","24,220",0 ,,"1,280 ",,"22,940",가액변동
3924,1.국회의원,국회,국회의원,이언주,예금,본인,,"미래에셋생명보험 31,450(3,600 증가), 현대해상화재보험
24,000(800 증가), 신한은행 5,069(4 증가), 삼성생명보험
12,000, 우리은행 960, 농협은행 18,086(1,851 감소),
광명동부 1,073(39 증가), 한화생명보험주식회사 3,864(265 증가), 국민은행 216(35 감소), 하나은행 28, ING(네덜란드)생명보험 14,833(1,103 증가)","107,654","6,168 ",,"2,243 ",,"111,579","급여, 저축 등 증가/ 채무상환, 생활비 지출"
3925,1.국회의원,국회,국회의원,이언주,예금,배우자,,"하나은행 12,845(592 증가), 국민은행 1, 신한은행 1,
우리은행 130,563(20,643 증가), 교보생명보험 28,380(4,080 증가)","146,475","40,315 ",,"15,000 ",,"171,790",
3926,1.국회의원,국회,국회의원,이언주,유가증권,배우자,공채,서울시도시철도공채 0좌,"12,165",0 ,,0 ,,"12,165",변동없음
3927,1.국회의원,국회,국회의원,이언주,채무,본인,금융기관채무,"NH농협캐피탈 37,203(37,203 증가), 신한은행 158,463,
JB우리캐피탈 0(26,193 감소), 제이티캐피탈주식회사 143,929, 국민은행 20,000","348,585","37,203 ",,"26,193 ",,"359,595",대출일부상환 및 재대출
3928,1.국회의원,국회,국회의원,이언주,채무,본인,건물임대채무,서울특별시 서초구 잠원동 잠원한신아파트 임대보증금,"300,000",0 ,,0 ,,"300,000",변동없음
3929,1.국회의원,국회,국회의원,이언주,회원권,본인,콘도미니엄,에머슨퍼시픽,"16,068",,,,,"16,068",변동없음
3930,1.국회의원,국회,국회의원,이언주,회원권,배우자,콘도미니엄,대명,"16,000",,,,,"16,000",변동없음
3931,1.국회의원,국회,국회의원,이언주,회원권,배우자,콘도미니엄,그린피아,"28,000",,,,,"28,000",변동없음
3932,1.국회의원,국회,국회의원,이언주,고지거부 및 등록제외사항,부,,고지거부,,,,,,,타인부양
3933,1.국회의원,국회,국회의원,이에리사,토지,본인,공장용지,"경기도 화성시 정남면 문학리 719-3번지 8,004.00㎡","2,689,344","45,622 ",,0 ,,"2,734,966",가액변동
3934,1.국회의원,국회,국회의원,이에리사,건물,본인,아파트,서울특별시 서초구 방배3동 방배아트힐아파트 건물 105.63㎡,"609,000",0 ,,0 ,,"609,000",가액변동 없음
3935,1.국회의원,국회,국회의원,이에리사,건물,본인,"아파트
전세(임차)권","대전광역시 중구 태평동 버드내마을아파트 건물 84.93㎡
(건물 84.93㎡증가)",,"180,000 ","180,000 ",0 ,,"180,000",전세보증금
3936,1.국회의원,국회,국회의원,이에리사,부동산에 관한 규정이 준용되는 권리와 자동차․건설기계․선박 및 항공기,본인,자동차,"2013년식 SM7 배기량(2,500cc)","33,950",0 ,,"6,800 ",,"27,150",가액변동
3937,1.국회의원,국회,국회의원,이에리사,예금,본인,,"대우증권 0(7,804 감소), 외환은행 231,033(123,955 증가),
중소기업은행 22,613(7,216 증가), AIA생명보험 100,000, 농협은행 0(70,756 감소), 국민은행 10,000, 삼성화재해상보험 107,000, 스탠다드차타드은행
506,089(207,838 감소), 교보생명보험 300,000","1,431,962","435,053 ",,"590,280 ",,"1,276,735","급여 저축 및 전세보증금 지출,정치자금으로 이동"
3938,1.국회의원,국회,국회의원,이에리사,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,"농협은행 14,427(14,427 증가)",0,"14,427 ",,0 ,,"14,427",정치자금 및 운영비
3939,1.국회의원,국회,국회의원,이에리사,유가증권,본인,상장주식,"삼성SDI 0주(29주 감소), 에스에프에이 0주(3주 감소),삼성증권 0주(22주 감소), 현대백화점 0주(4주 감소), 삼성물산 0주(5주 감소), 우리투자증권 0주(238주 감소), 현대산업 0주(20주 감소), 하나금융지주 0주(40주 감소), 삼성전자 0주(1주 감소), 이마트 0주(8주 감소), 매일유업0주(17주 감소), 현대홈쇼핑 0주(14주 감소), 현대제철 0주(32주 감소), POSCO 0주(5주 감소)","18,709",0 ,,"18,709 ",,0,매도
3940,1.국회의원,국회,국회의원,이에리사,채권,본인,,사인간채권,"150,000",0 ,,0 ,,"150,000",변동없음
3941,1.국회의원,국회,국회의원,이에리사,회원권,본인,콘도미니엄,한솔오크밸리,"63,000",,,,,"63,000",변동없음
3942,1.국회의원,국회,국회의원,이완구,건물,본인,아파트,서울특별시 강남구 도곡동 대림아크로빌 건물 238.00㎡,"944,000","32,000 ",,0 ,,"976,000",가액변동
3943,1.국회의원,국회,국회의원,이완구,건물,배우자,"단독주택
전세(임차)권",충청남도 부여군 부여읍 건물 20.00㎡,"5,000",0 ,,0 ,,"5,000",변동없음
3944,1.국회의원,국회,국회의원,이완구,부동산에 관한 규정이 준용되는 권리와 자동차․건설기계․선박 및 항공기,배우자,자동차,"2012년식 에쿠스 배기량(3,778cc)","59,870",0 ,,"5,020 ",,"54,850",가액변동
3945,1.국회의원,국회,국회의원,이완구,예금,본인,,"우리은행 241(1 증가), 농협은행 52,851(27,935 감소), 유안타증권 39, 국민은행 181,441(103,253 감소), 광주은행 1","365,760","228,260 ",,"359,447 ",,"234,573",생활비 지출 및 정치자금계좌 항목이동 등
3946,1.국회의원,국회,국회의원,이완구,예금,배우자,,"한화투자증권 125, 하나은행 22(5,895 감소), 농협중앙회 4","6,046",0 ,,"5,895 ",,151,
3947,1.국회의원,국회,국회의원,이완구,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,"농협은행 8,500(8,500 증가)",0,"8,500 ",,0 ,,"8,500",예금항목에서 이동
3948,1.국회의원,국회,국회의원,이완구,채무,배우자,,사인간채무,"250,000",0 ,,0 ,,"250,000",변동없음
3949,1.국회의원,국회,국회의원,이완구,고지거부 및 등록제외사항,차남,,고지거부,,,,,,,기타
3950,1.국회의원,국회,국회의원,이완영,토지,본인,대지,경상북도 성주군 수륜면 신파리 152-2번지 385.00㎡,"19,750","1,155 ",,0 ,,"20,905",가액변동
3951,1.국회의원,국회,국회의원,이완영,토지,배우자,임야,"경기도 남양주시 수동면 입석리 산 97-1번지 36,694.00㎡중
21,565.06㎡","83,241",647 ,,0 ,,"83,888",가액변동
3952,1.국회의원,국회,국회의원,이완영,토지,배우자,답,"경기도 남양주시 수동면 운수리 170번지 3,408.00㎡ 중
852.00㎡","85,200","4,260 ",,0 ,,"89,460",가액변동
3953,1.국회의원,국회,국회의원,이완영,토지,배우자,대지,서울특별시 성동구 용답동 5-5번지 495.90㎡ 중 186.20㎡,"1,024,099","27,930 ",,0 ,,"1,052,029",가액변동
3954,1.국회의원,국회,국회의원,이완영,토지,배우자,임야,"서울특별시 노원구 하계동 산 16-66번지 1,593.00㎡중
398.00㎡","13,890",637 ,,0 ,,"14,527",가액변동
3955,1.국회의원,국회,국회의원,이완영,토지,배우자,대지,서울특별시 종로구 창신동 379번지 82.60㎡ 중 5.16㎡,"72,756","2,064 ",,0 ,,"74,820",가액변동
3956,1.국회의원,국회,국회의원,이완영,토지,배우자,임야,"서울특별시 노원구 하계동 산 16-26번지 6,662.00㎡중
1,665.50㎡","58,292","3,331 ",,0 ,,"61,623",가액변동
3957,1.국회의원,국회,국회의원,이완영,건물,본인,상가,"경기도 용인시 수지구 죽전동 단대프라자3차 대지 42.60㎡
건물 296.99㎡중 166.10㎡","362,402",0 ,,"1,429 ",,"360,973",가액변동
3958,1.국회의원,국회,국회의원,이완영,건물,본인,아파트,"서울특별시 동작구 흑석동 흑석한강센트레빌Ⅱ 건물
146.49㎡ 중 73.25㎡","426,382",0 ,,0 ,,"426,382",가액변동 없음
3959,1.국회의원,국회,국회의원,이완영,건물,본인,단독주택,경상북도 성주군 수륜면 신파리 대지 150.00㎡ 건물 94.05㎡,"16,405","1,110 ",,0 ,,"17,515","가액변동, 현재 공실"
3960,1.국회의원,국회,국회의원,이완영,건물,배우자,아파트,서울특별시 강남구 청담1동 삼익아파트 건물 138.51㎡,"896,000","16,000 ",,0 ,,"912,000",가액변동
3961,1.국회의원,국회,국회의원,이완영,건물,배우자,상가,서울특별시 강남구 신사동 대지 182.50㎡ 건물 527.66㎡,"1,174,771","2,060 ",,0 ,,"1,176,831",가액변동
3962,1.국회의원,국회,국회의원,이완영,건물,배우자,상가,"서울특별시 종로구 창신동 대지 62.80㎡ 중 3.92㎡ 건물
258.76㎡ 중 16.17㎡","56,887","1,661 ",,0 ,,"58,548","가액변동, 母에게 무상임대"
3963,1.국회의원,국회,국회의원,이완영,건물,배우자,아파트,"서울특별시 동작구 흑석동 흑석한강센트레빌Ⅱ 건물
146.49㎡ 중 73.25㎡","426,382",0 ,,0 ,,"426,382",가액변동 없음
3964,1.국회의원,국회,국회의원,이완영,부동산에 관한 규정이 준용되는 권리와 자동차․건설기계․선박 및 항공기,본인,자동차,"2011년식 i40 배기량(1,685cc)","19,200",0 ,,"2,670 ",,"16,530",가액변동
3965,1.국회의원,국회,국회의원,이완영,부동산에 관한 규정이 준용되는 권리와 자동차․건설기계․선박 및 항공기,본인,자동차,"2009년식 그랜저 배기량(2,656cc)","13,860",0 ,,"1,660 ",,"12,200",가액변동
3966,1.국회의원,국회,국회의원,이완영,예금,본인,,"왜관 101(1 증가), 삼성생명보험 16,151, 우리은행 10,285(22
증가), 왜관신협 100, 우체국 92,062(3,243 증가), 농협은행 10,763(78,957 감소), 유안타증권 23,810(23,781 증가),
국민은행 12,367(259 증가), 한화생명보험 100,550(12,550 증가), 성주신협 100, 동부생명보험 14,684, 삼성화재해상보험
2,417(247 증가), 동부화재해상보험 7,575","329,819","40,103 ",,"78,957 ",,"290,965",급여저축 변동 및 정치자금란으로 이동 등
3967,1.국회의원,국회,국회의원,이완영,예금,배우자,,"한국교직원공제회 147,079(12,724 증가), 동부화재해상보험
11,798(4,164 증가), 하나은행 25,268(7,454 감소), 국민은행
2,608(178 증가), 삼성생명보험 181,609(22,203 증가), 우체국
46,476, 씨티은행 203, 대구은행 987(987 증가), 한화생명보험
12,324(730 증가), 우리은행 506, 미래에셋생명보험 50,940","446,266","42,214 ",,"8,682 ",,"479,798",
3968,1.국회의원,국회,국회의원,이완영,예금,차녀,,"하나은행 11,083(5,507 증가), 삼성생명보험 36,626(8,521
증가), 외환은행 101, 우리은행 101(147 감소)","34,030","14,028 ",,147 ,,"47,911",
3969,1.국회의원,국회,국회의원,이완영,예금,장남,,"하나은행 3,387(7 증가), 신한은행 16,698(4,894 증가),
삼성생명보험 6,270, 농협은행 507(240 감소), 키움닷컴증권 669(669 증가)","22,201","5,571 ",,241 ,,"27,531",
3970,1.국회의원,국회,국회의원,이완영,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,"농협은행 24,729(24,729 증가)",0,"24,729 ",,0 ,,"24,729",정치자금란 신설로 통장이동
3971,1.국회의원,국회,국회의원,이완영,채무,본인,금융기관채무,"현대캐피탈 3,932(5,074 감소)","9,006","3,932 ",,"9,006 ",,"3,932",계약변동
3972,1.국회의원,국회,국회의원,이완영,채무,본인,건물임대채무,경기도 용인시 수지구 죽전동 단대프라자3차 임대보증금 감소,"5,000",0 ,,"5,000 ",,0,계약만료로 전액상환
3973,1.국회의원,국회,국회의원,이완영,채무,배우자,건물임대채무,서울특별시 강남구 청담1동 삼익아파트 임대보증금 증가,"480,000","10,000 ",,0 ,,"490,000",임대계약변동
3974,1.국회의원,국회,국회의원,이완영,채무,배우자,건물임대채무,서울특별시 강남구 신사동 임대보증금 감소,"250,000","20,000 ",,"155,000 ",,"115,000",임대계약변동
3975,1.국회의원,국회,국회의원,이완영,고지거부 및 등록제외사항,장녀,,등록제외,"54,301",0 ,,"54,301 ",,0,혼인
